text,segmented_text,gloss,translation,detailed_gloss
"['ya', 'mejor', ""xi'"", ""q'asaj"", 'mare', ""ek'el.+""]","['ya', 'mejor', ""xi'"", ""q'a"", '-sÃ\x83Â¡j', 'ma', 're', ""ek'el""]","['VOC', 'ADV', 'VI', 'VT', 'SUF', 'ART', 'DIM', 'S']","['Ya', 'mejor', 'fue', 'adebolber', 'al', 'niÃ\x83Â±o.']","['VOC', 'ADV', 'VI', 'VT', 'PAS#SUF', 'ART#ART', 'DIM#DIM', 'S']"
"['Por', 'ke', 'ya', ""xi'"", ""q'iij+""]","['por', 'ke', 'ya', ""xi'"", ""q'iij""]","['ADV', 'PART', 'VOC', 'VI', 'S']","['Porque', 'ya', 'hera', 'tarde.']","['ADV', 'PART', 'VOC', 'VI', 'S']"
"['xantaj', 'li', ""xijache'"", ""ek'el,+""]","['x-', 'an', '-taj', 'li', 'x-', 'i-', ""jache'"", ""Ã\x83Â¡k'el""]","['TAM', 'VT', '???', 'DEM', 'TAM', 'DIR', 'VT', 'S']","['Despues', 'de', 'ir', 'a', 'devolver', 'al', 'niÃ\x83Â±o.']","['COM#TAM', 'VT', '???', 'DEM', 'COM#TAM', 'DIR#DIR', 'VT', 'S']"
"['bay', 'kon', ""xq'ajch,+""]","['bay', 'kon', 'x-', ""q'aj"", '-ch']","['VOC', 'ADV', 'TAM', 'VI', 'DIR']","['Baya', 'cuando', 'regreso.']","['VOC', 'ADV', 'COM#TAM', 'VI', 'DIR#DIR']"
"['kwand', ""xq'ajch"", 'mjor', 'chaq', 'iljwiich.+']","['kwand', 'x-', ""q'aj"", '-ch', 'mjor', 'chaq', 'il', '-j', '-wiich']","['ADV', 'TAM', 'VI', 'DIR', 'ADV', 'PART', 'VT', 'PERS', 'SREL']","['Cuando', 'regreso', 'venia', 'muy', 'preocupada.']","['ADV', 'COM#TAM', 'VI', 'DIR#DIR', 'ADV', 'PART#PART', 'VT', 'E3S#PERS', 'SREL']"
"['Mjor', ""oq'eej"", 'jwiich', 're', 'Ã\x83Â¡nm.+']","['mjor', ""oq'"", '-eej', 'j-', 'wiich', 're', 'Ã\x83Â¡nim']","['ADV', 'VI', '-?.', 'PERS', 'SREL', 'PRON', 'S']","['Como', 'dava', 'de', 'lastima', 'ver', 'a', 'la', 'mujercita.']","['ADV', 'VI', '???', 'E3S#PERS', 'SREL', 'PRON', 'S']"
"['Pyor', 'ke', 'man', ""alib'xeel"", ""xii'n.+""]","['pyor', 'ke', 'man', 'alib', '-xeel', 'xi', ""-i'n""]","['ADV', 'PART', 'ART', 'S', '???', 'VI', 'PART']","['Peor', 'que', 'esa', 'nuera', 'se', 'fue.']","['ADV', 'PART', 'ART#ART', 'S', '???', 'VI', 'ENF#PART']"
"['Baya', 'ya', 'despwes+']","['baya', 'ya', 'despwes']","['VOC', 'VOC', 'ADV']","['Baya', 'ya', 'despues.']","['VOC', 'VOC', 'ADV']"
"['de', 'es', 'richaq', 'tijtaaw', 're,+']","['de', 'es', 'ri', '-chaq', 'ti-', 'j-', 'taaw', 're']","['PREP', 'ADV', 'DEM', 'PART', 'TAM', 'PERS', 'VT', 'PRON']","['Derrepente', 'cuando', 'escuchÃ\x83Â³', 'ella.']","['PREP', 'ADV', 'DEM#DEM', 'PART#PART', 'INC#TAM', 'E3S#PERS', 'VT', 'PRON']"
"[""tich'ejej"", 'jchuuch', ""b'esel,+""]","['ti-', ""ch'eje"", '-j', 'j-', 'chuuch', ""b'esel""]","['TAM', 'VI', 'SUF', 'PERS', 'S', 'POS']","['Gritando', 'iva', 'su', 'mamÃ\x83Â¡.']","['INC#TAM', 'VI', 'SC#SUF', 'E3S#PERS', 'S', 'POS']"
"['_Ã\x82Â¡', 'Nen', ""xa'an"", 'miij!+']","['i', 'nen', 'x-', 'a-', ""'an"", 'miij']","['CONJ', 'PART', 'TAM', 'PERS', 'VT', 'S']","['Que', 'te', 'paso', 'mija.']","['CONJ#CONJ', 'INT#PART', 'COM#TAM', 'E2S#PERS', 'VT', 'S']"
"['_', ""Tche'"", 'jchuuch', 're.+']","['t-', ""che'"", 'j-', 'chuuch', 're']","['TAM', 'VT', 'PERS', 'S', 'PRON']","['Decia', 'su', 'mamÃ\x83Â¡', 'a', 'ella.']","['INC#TAM', 'VT', 'E3S#PERS', 'S', 'PRON']"
"['_', 'xintaqej', ""b'i"", 'man', ""awÃ\x83Â¡lb',+""]","['x-', 'in-', 'taqe', '-j', ""b'i"", 'man', 'aw-', ""alib'""]","['TAM', 'PERS', 'VT', 'SUF', 'DIR', 'ART', 'PERS', 'S']","['Me', 'fui', 'detras', 'de', 'tu', 'nuera.']","['COM#TAM', 'E1S#PERS', 'VT', 'SC#SUF', 'DIR#DIR', 'ART#ART', 'E2S#PERS', 'S']"
"[""rititamb'ijin"", ""tq'ajch"", 'man', ""awÃ\x83Â¡lb',+""]","['ri-', 'ti-', 't-', 'am-', ""b'ij"", '-in', 't-', ""q'aj"", '-ch', 'man', 'aw-', ""alb'""]","['DEM', 'PART', 'TAM', 'PERS', 'VT', 'PRON', 'TAM', 'VI', 'DIR', 'ART', 'PERS', 'S']","['Yo', 'pensaba', 'que', 'se', 'iba', 'regresar', 'esa', 'tu', 'nuera.']","['DEM#DEM', 'PART#PART', 'INC#TAM', 'E1S#PERS', 'VT', 'PRON', 'INC#TAM', 'VI', 'DIR#DIR', 'ART#ART', 'E2S#PERS', 'S']"
"['peer', 'man', ""awÃ\x83Â¡lb'"", 'naad', ""kita'"", ""xq'ajch.+""]","['peer', 'man', 'aw-', ""alb'"", 'naad', ""kita'"", 'x-', ""q'aj"", '-ch']","['ADV', 'ART', 'PERS', 'S', 'ADV', 'PART', 'TAM', 'VI', 'DIR']","['Pero', 'esa', 'tu', 'nuera', 'no', 'regreso.']","['ADV', 'ART#ART', 'E2S#PERS', 'S', 'ADV', 'NEG#PART', 'COM#TAM', 'VI', 'DIR#DIR']"
"['Puur', ""q'asal"", 'man', ""awÃ\x83Â¡lb'"", 'nana.+']","['puur', ""q'asal"", 'man', 'aw-', ""alb'"", 'nana']","['ADV', 'VT', 'ART', 'PERS', 'S', 'S']","['Es', 'muy', 'abusiba', 'esa', 'tu', 'nuera.']","['ADV', 'VT', 'ART#ART', 'E2S#PERS', 'S', 'S']"
"['Jinon', 'ri', 'titaq,+']","['jinon', 'ri', 'ti-', 'taq']","['DEM', 'DEM', 'TAM', 'PART']","['Que', 'se', 'porta', 'de', 'esa', 'manera.']","['DEM#DEM', 'DEM#DEM', 'INC#TAM', 'PL#PART']"
"['ri', 're', 'joor', 'titokoon+']","['ri', 're', 'joor', 'ti-', 'tok', '-oon']","['DEM', 'PRON', 'ADV', 'TAM', 'VT', 'SUF']","['Ella', 'es', 'la', 'que', 'proboca.']","['DEM#DEM', 'PRON', 'ADV', 'INC#TAM', 'VT', 'AP#SUF']"
"['i', ""ri'"", 'talmaj,+']","['i', ""ri'"", 't-', 'almaj']","['CONJ', 'DEM', 'TAM', 'VI']","['Y', 'ella', 'es', 'la', 'que', 'huye.']","['CONJ#CONJ', 'DEM#DEM', 'INC#TAM', 'VI']"
"['tiki', ""wila'"", 'iin', 'naan,+']","['tiki', 'w-', 'il', ""-a'"", 'iin', 'naan']","['PART', 'PERS', 'VT', 'PART', 'PRON', 'S']","['Ya', 've', 'mamÃ\x83Â¡.']","['PART#PART', 'E1S#PERS', 'VT', 'ENF#PART', 'PRON', 'S']"
"['tik', ""wila'"", 'in+']","['tik', 'w-', 'il', ""-a'"", 'iin']","['PART', 'PERS', 'VT', 'PART', 'PRON']","['Miro', 'yo', 'pues.']","['PART#PART', 'E1S#PERS', 'VT', 'ENF#PART', 'PRON']"
"['tik', ""wila'"", 'in', ""saq'oril"", 'qe,+']","['tik', 'w-', 'il', ""-a'"", 'iin', ""saq'or"", '-il', 'qe']","['PART', 'PERS', 'VT', 'PART', 'PRON', 'ADJ', 'SAB', 'ADV']","['Pues', 'miro', 'yo', 'solo', 'es', 'por', 'perezoso.']","['PART#PART', 'E1S#PERS', 'VT', 'ENF#PART', 'PRON', 'ADJ', 'SAB#SAB', 'PART#adv']"
"['para', 'ke', 'por', 'es', 'jlon', 'li', 'tran.+']","['para', 'ke', 'por', 'es', 'jlon', 'li', 't-', 'r-', 'an']","['PREP', 'PART', 'ADV', 'ADV', 'DEM', 'DEM', 'TAM', 'PERS', 'VT']","['Para', 'que,', 'por', 'eso', 'asi', 'hace.']","['PREP', 'PART', 'ADV', 'ADV', 'DEM#DEM', 'DEM#DEM', 'INC#TAM', 'E3S#PERS', 'VT']"
"['Ti', ""elmaji'"", ""jwi'l"", ""jsaq'oriil.+""]","['ti', 'elma', '-j', ""-i'"", 'j-', ""wi'l"", 'j-', ""saq'or"", '-iil']","['TAM', 'VI', 'SUF', 'PART', 'PERS', 'SREL', 'PERS', 'ADJ', 'SAB']","['Se', 'escapa', 'o', 'huye', 'solo', 'por', 'su', 'pereza.']","['INC#TAM', 'VI', 'SC#SUF', 'ENF#PART', 'E3S#PERS', 'SREL', 'E3S#PERS', 'ADJ', 'SAB#SAB']"
"[""Che'"", 'mrel', 'Ã\x83Â¡nm', 're', 'chuuch.+']","[""che'"", 'm', 'rel', 'Ã\x83Â¡nm', 're', 'chuuch']","['VT', 'ART', 'DIM', 'S', 'PRON', 'S']","['Decia', 'la', 'mujercita', 'a', 'su', 'mamÃ\x83Â¡.']","['VT', 'ART#ART', 'DIM#DIM', 'S', 'PRON', 'S']"
"[""Ta'n"", 'miij', ""b'ona+""]","[""ta'n"", 'miij']","['ADV', 'S']","['No', 'mija', 'que', 'se', 'valla.']","['NEG#ADV', 'S']"
"['man', 'Ã\x83Â¡nm', 'na', 'miij,+']","['man', 'Ã\x83Â¡nm', 'na', 'miij']","['ART', 'S', 'PART', 'S']","['Esa', 'mujer', 'mija.']","['ART#ART', 'S', 'PART#PART', 'S']"
"['ri', 'li', ""tijch'ek'"", 'a-qaaj', 'miij,+']","['ri', 'li', 'ti', 'j', 'a-', 'qaaj', 'miij']","['DEM', 'DEM', 'TAM', 'PERS', 'PERS', 'S', 'S']","['Eso', 'es', 'lo', 'se', 'gana', 'tu', 'papÃ\x83Â¡', 'mija.']","['DEM#DEM', 'DEM#DEM', 'INC#TAM', 'E3S#PERS', 'E2S#PERS', 'S', 'S']"
"['ri', 'li', 'ri', 'li', 'ri', 'li', ""jrayb'l"", 'a-qaaj,+']","['ri', 'li', 'ri', 'li', 'ri', 'li', 'j-', 'ray', ""-b'il"", 'a-', 'qaaj']","['DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'DEM', 'PERS', 'VI', 'SUF', 'PERS', 'S']","['Eso', 'es', 'eso', 'es', 'lo', 'que', 'desea', 'tu', 'papÃ\x83Â¡.']","['DEM#DEM', 'DEM#DEM', 'DEM#DEM', 'DEM#DEM', 'DEM#DEM', 'DEM#DEM', 'E3S#PERS', 'VI', 'INS#SUF', 'E2S#PERS', 'S']"
"[""xye'"", 're', 'a', ""xib'aal.+""]","['x-', ""ye'"", 're', 'a', ""xib'aal""]","['TAM', 'VT', 'PART', 'PERS', 'S']","['Le', 'dio', 'a', 'tu', 'hermano.']","['COM#TAM', 'VT', 'PART#PART', 'E3S#PERS', 'S']"
"['Por', 'ke', 'a', ""xib'aal+""]","['por', 'ke', 'a', ""xib'aal""]","['ADV', 'PART', 'PERS', 'S']","['Por', 'que', 'tu', 'hermano.']","['ADV', 'PART', 'E3S#PERS', 'S']"
"['yo', 'kree', 'ke', 'ma', ""rita'"", 'Ã\x83Â¡nm', 'li', 'raaj.+']","['yo', 'kree', 'ke', 'ma', 'ri', ""-ta'"", 'Ã\x83Â¡nm', 'li', 'r-', 'aaj']","['PRON', 'VT', 'ADV', 'PART', 'DEM', 'PART', 'S', 'PERS', 'PERS', 'VT']","['Yo', 'creo', 'que', 'no', 'es', 'esa', 'la', 'mujer', 'que', 'Ã\x83Â©l', 'quiere.']","['PRON', 'VT', 'ADV', 'PART#PART', 'DEM#DEM', 'NEG#PART', 'S', 'DEM#PERS', 'E3S#PERS', 'VT']"
"['Per', 'kom', ""aqaaji'"", 'li,+']","['per', 'kom', 'a-', 'qaaj', ""-i'"", 'li']","['ADV', 'ADV', 'PERS', 'S', 'PART', 'DEM']","['Pero', 'como', 'fue', 'tu', 'papÃ\x83Â¡.']","['ADV', 'ADV', 'E2S#PERS', 'S', 'ENF#PART', 'DEM#DEM']"
"[""nik'"", ""rik'il"", ""xye'w"", 'laj', ""q'aab'"", ""jk'ajool.+""]","[""nik'"", 'r-', ""ik'iil"", 'x-', ""ye'"", '-w', 'laj', ""q'aab'"", 'j-', ""k'ajool""]","['ADV', 'PERS', 'SREL', 'TAM', 'VT', 'PART', 'PREP', 'S', 'PERS', 'S']","['Es', 'como', 'si', 'fuera', 'que', 'Ã\x83Â©l', 'lo', 'puso', 'en', 'las', 'manos', 'de', 'su', 'hijo.']","['ADV', 'E3S#PERS', 'SREL', 'COM#TAM', 'VT', 'PART#PART', 'PREP#PREP', 'S', 'E3S#PERS', 'S']"
"['Porke', ""ilb'aaka'"", 'li+']","['porke', 'il', ""-b'aak"", ""-a'"", 'li']","['ADV', 'VT', 'PART', 'PART', 'DEM']","['Porque', 'miren', 'pues.']","['ADV', 'VT', 'PART#PART', 'ENF#PART', 'DEM#DEM']"
"[""ri'"", ""tb'anow"", ""k'ex"", 'chawe', 'chaq.+']","[""ri'"", 't-', ""b'an"", '-ow', ""k'ex"", 'ch-', 'a-', 'we', 'chaq']","['DEM', 'TAM', 'VT', 'SUF', 'ADJ', 'TAM', 'PERS', 'SREL', 'PART']","['Ella', 'les', 'hace', 'daÃ\x83Â±o', 'a', 'ustedes.']","['DEM#DEM', 'INC#TAM', 'VT', 'AP#SUF', 'ADJ', 'INC#TAM', 'E2S#PERS', 'SREL', 'PART#PART']"
"['_', ""Tche'"", 'jchuuch', 'mre', 'Ã\x83Â¡nm', 're.+']","['t-', ""che'"", 'j-', 'chuuch', 'm-', 're', 'Ã\x83Â¡nm', 're']","['TAM', 'VI', 'PERS', 'S', 'ART', 'DIM', 'S', 'PRON']","['Decia', 'su', 'mamÃ\x83Â¡', 'de', 'la', 'mujercita', 'a', 'ella.']","['INC#TAM', 'VI', 'E3S#PERS', 'S', 'ART#ART', 'DIM#DIM', 'S', 'PRON']"
"['_', 'Or', 'lojori', 'miij', ""jo'+""]","['or', 'lojori', 'miij', ""jo'""]","['ADV', 'ADV', 'S', 'VI']","['Ahora', 'mija', 'vamos.']","['ADV', 'ADV', 'S', 'VI']"
"['qakowlaj', ""b'ik,+""]","['qa-', 'kowla', '-j', ""b'ik""]","['PERS', 'VT', 'SUF', 'DIR']","['Nos', 'apuremos.']","['E1P#PERS', 'VT', 'SC#SUF', 'DIR#DIR']"
"['pork', 'a-qaaj', 'ya', 'tqeejch.+']","['pork', 'a-', 'qaaj', 'ya', 't-', 'qeej', '-ch']","['ADV', 'PERS', 'S', 'VOC', 'TAM', 'VI', 'DIR']","['Porque', 'tu', 'papÃ\x83Â¡', 'va', 'bajar.']","['ADV', 'E2S#PERS', 'S', 'VOC', 'INC#TAM', 'VI', 'DIR#DIR']"
"['I', 'a', ""xib'al"", 'ya', 'tpeet+']","['i', 'a', ""xib'al"", 'ya', 't-', 'peet']","['CONJ', 'PERS', 'S', 'VOC', 'TAM', 'VI']","['Y', 'tu', 'hermano', 'ya', 'va', 'venir.']","['CONJ#CONJ', 'E3S#PERS', 'S', 'VOC', 'INC#TAM', 'VI']"
"['i', 'loke', 'xiij', 'chawe', 'mir,+']","['i', 'loke', 'x-', 'ij', 'ch-', 'aw-', 'e', 'mir']","['CONJ', 'ADV', 'TAM', 'VT', 'TAM', 'SREL', 'SREL', 'ADV']","['Y', 'lo', 'que', 'te', 'dijo', 'hace', 'un', 'momento.']","['CONJ#CONJ', 'ADV', 'COM#TAM', 'VT', 'INC#TAM', 'SREL', 'SREL', 'ADV']"
"['_', ""ji'"", ""jo'"", 'naan,+']","[""ji'"", ""jo'"", 'naan']","['PART', 'VI', 'S']","['Si', 'vamos', 'mamÃ\x83Â¡.']","['AFI#PART', 'VI', 'S']"
"['porke', 'iin', ""inpeeni'n"", 'xiij', 'chwe', 'mir,+']","['porke', 'iin', 'in-', 'peen', ""-i'n"", 'x-', ""b'iij"", 'ch-', 'we', 'mir']","['ADV', 'PRON', 'PERS', 'S', 'PART', 'TAM', 'VT', 'TAM', 'SREL', 'ADV']","['Por', 'que', 'yo', 'estoy', 'apenada,', 'por', 'loque', 'te', 'dijo', 'hace', 'ratos.']","['ADV', 'PRON', 'E1S#PERS', 'S', 'ENF#PART', 'COM#TAM', 'VT', 'INC#TAM', 'SREL', 'ADV']"
"['kita', ""qab'an"", ""jb'och'b'o'l"", 'inqaaj,+']","[""kita'"", 'qa-', ""b'an"", 'j-', ""b'och'b'o'l"", 'in-', 'qaaj']","['PART', 'PERS', 'VT', 'PERS', 'S', 'PERS', 'S']","['No', 'le', 'hacemos', 'sus', 'boxboles', 'de', 'mi', 'papÃ\x83Â¡.']","['NEG#PART', 'E1P#PERS', 'VT', 'E3S#PERS', 'S', 'A1S#PERS', 'S']"
"['i', 'lajori', ""ajki'"", ""chinb'iin.+""]","['i', 'lajori', ""ajki'"", 'ch-', 'in-', ""b'"", ""-i'n""]","['CONJ', 'ADV', 'PART', 'PREP', 'PERS', 'VI', 'PART']","['Y', 'ahora', 'no', 'me', 'e', 'ido.']","['CONJ#CONJ', 'ADV', 'PART#PART', 'PREP#PREP', 'E1S#PERS', 'VI', 'ENF#PART']"
"[""B'a"", 'jol', 'tantij', 'neri+']","[""b'a"", 'jol', 't-', 'an-', 'tij', 'neri']","['VOC', 'VI', 'TAM', 'PERS', 'VT', 'ADV']","['Va', 'de', 'correr', 'estoy', 'aqui.']","['VOC', 'VI', 'INC#TAM', 'E1S#PERS', 'VT', 'ADV']"
"['i', ""aki'"", 'chin', ""taawi'n,+""]","['i', ""aki'"", 'ch-', 'in', 'taaw', ""-i'n""]","['CONJ', 'PART', 'PREP', 'PRON', 'VT', 'PART']","['Y', 'todavÃ\x83Â\xada', 'no', 'he', 'llegado.']","['CONJ#CONJ', 'PART#PART', 'PREP#PREP', 'PRON', 'VT', 'ENF#PART']"
"['_', ""ji'"", 'miij', 'peer', ""jo',+""]","[""ji'"", 'miij', 'peer', ""jo'""]","['PART', 'S', 'ADV', 'VI']","['Si', 'mija', 'pero', 'vamos.']","['AFI#PART', 'S', 'ADV', 'VI']"
"[""qakoje'"", ""qachÃ\x83Â³q'b'"", 'miij,+']","['qa-', 'koj', ""-e'"", 'qa-', ""choq'b'"", 'miij']","['PERS', 'VT', 'PART', 'PERS', 'VI', 'S']","['ApurÃ\x83Â©monos', 'mija.']","['E1P#PERS', 'VT', 'ENF#PART', 'E1P#PERS', 'VI', 'S']"
"[""tzeqÃ\x83Â¡ti'"", 'ri', 'ojtaaw.+']","['tzeqat', ""-i'"", 'ri', 'oj-', 'taaw']","['ADV', 'PART', 'DEM', 'PERS', 'VT']","['Todavia', 'es', 'tiempo', 'de', 'llegar.']","['ADV', 'ENF#PART', 'DEM#DEM', 'E1P#PERS', 'VT']"
"['_', ""Che'"", ""xnab'eer"", 'chuuch', 'mere', ""rik'laal,+""]","[""che'"", 'x-', ""nab'e"", '-er', 'ch-', 'uuch', 'me', 're', 'r-', ""ik'laal""]","['VI', 'TAM', 'NUM', 'SUF', 'PREP', 'SREL', 'ART', 'DIM', 'PERS', 'S']","['Dice', 'se', 'adelantÃ\x83Â³', 'su', 'mamÃ\x83Â¡', 'de', 'la', 'mujercita.']","['VI', 'COM#TAM', 'NUM', 'ITR#SUF', 'PREP#PREP', 'SREL', 'ART#ART', 'DIM#DIM', 'E3S#PERS', 'S']"
"['bay', 'xyuq', 'la', 'jaa,+']","['bay', 'x-', 'yuq', 'la', 'jaa']","['VOC', 'TAM', 'VI', 'PREP', 'S']","['Baya', 'llego', 'a', 'su', 'casa.']","['VOC', 'COM#TAM', 'VI', 'PREP#PREP', 'S']"
"[""wi'"", ""jk'aay"", ""jxib'aal.+""]","[""wi'"", 'j-', ""k'aay"", 'j-', ""xib'aal""]","['EXS', 'PERS', 'S', 'PERS', 'S']","['Tiene', 'su', 'venta', 'su', 'hermano.']","['EXS#EXS', 'E3S#PERS', 'S', 'E3S#PERS', 'S']"
"['Ra', 'juun', ""kab'xeel"", ""wi'"", ""jk'aay,+""]","['ra', 'jun', ""kab'"", '-xeel', ""wi'"", 'j-', ""k'aay""]","['PART', 'NUM', 'NUM', '???', 'EXS', 'PERS', 'S']","['El', 'otro', 'el', 'segundo', 'tiene', 'su', 'venta.']","['DIM#PART', 'NUM', 'NUM', '???', 'EXS#EXS', 'E3S#PERS', 'S']"
"['resaj', 'taq', 'jun', 'aaw,+']","['r-', 'e', '-sÃ\x83Â¡j', 'taq', 'jun', 'aaw']","['PERS', 'SREL', 'SUF', 'PART', 'NUM', 'S']","['Sacaron', 'una', 'agua.', '(comprÃ\x83Â³)']","['E3S#PERS', 'SREL', 'PAS#SUF', 'PL#PART', 'NUM', 'S']"
"['xtij', 'taq', ""jwi'l"", 'jcheqej', ""chi'aq.+""]","['x-', 'tij', 'taq', 'j-', ""wi'l"", 'j-', 'cheqej', ""chi'"", '-aq']","['TAM', 'VI', 'PART', 'PERS', 'SREL', 'PERS', 'ADJ', 'S', 'PART']","['Lo', 'tomaron', 'porque', 'tenian', 'mucha', 'sed.']","['COM#TAM', 'VI', 'PL#PART', 'E3S#PERS', 'SREL', 'E3S#PERS', 'ADJ', 'S', 'PL#PART']"
"['Bay', 'xpe', 'chik', 're', 'retz', 'chik,+']","['bay', 'x-', 'pe', 'chik', 're', 'retz', 'chik']","['VOC', 'TAM', 'VI', 'PART', 'SREL', 'S', 'PART']","['Baya', 'vino', 'el', 'hermano', 'mayor.']","['VOC', 'COM#TAM', 'VI', 'PART#PART', 'SREL', 'S', 'PART#PART']"
"['bay', ""xatzakni'"", 'richaaj', 'qataat,+']","['bay', 'x-', 'a-', 'tzak', ""ni'"", 'r-', 'ichaaj', 'qa-', 'taat']","['VOC', 'TAM', 'PERS', 'VT', 'PART', 'PERS', 'S', 'PERS', 'S']","['Baya', 'cocieron', 'la', 'hierba', 'de', 'nuestro', 'papÃ\x83Â¡.']","['VOC', 'COM#TAM', 'E2S#PERS', 'VT', 'ENF#PART', 'E3S#PERS', 'S', 'E1P#PERS', 'S']"
"['porke', 'ya', 'tqeej,+']","['porke', 'ya', 't-', 'qeej']","['ADV', 'VOC', 'TAM', 'VI']","['Porque', 'ya', 'va', 'bajar.']","['ADV', 'VOC', 'INC#TAM', 'VI']"
"['_', ""Tche'"", 're', 'retz.+']","['t-', ""che'"", 're', 'r-', 'etz']","['TAM', 'VI', 'PRON', 'PERS', 'S']","['Le', 'decia', 'a', 'la', 'hermana', 'mayor.']","['INC#TAM', 'VI', 'PRON', 'E3S#PERS', 'S']"
"[""_Xintzaka'n.+""]","['x-', 'in-', 'tzak', ""-a'n""]","['TAM', 'PERS', 'VT', 'PART']","['Lo', 'cosi.']","['COM#TAM', 'E1S#PERS', 'VT', 'ENF#PART']"
"['_', 'Koj', ""achÃ\x83Â³q'b'aq+""]","['koj', 'a-', ""choq'b'"", '-aq']","['VT', 'PERS', 'VT', 'PART']",['Apurence.'],"['VT', 'E2S#PERS', 'VT', 'PL#PART']"
"['porke', 'ya', 'tpee', 'a-qaajaq.+']","['porke', 'ya', 't-', 'pee', 'a-', 'qaaj', '-aq']","['ADV', 'VOC', 'TAM', 'VI', 'PERS', 'S', 'PART']","['Porque', 'ya', 'viene', 'el', 'papÃ\x83Â¡', 'de', 'ustedes', 'papÃ\x83Â¡.']","['ADV', 'VOC', 'INC#TAM', 'VI', 'E2S#PERS', 'S', 'PL#PART']"
"['_', ""Tche'.+""]","['t-', ""che'""]","['TAM', 'VI']",['Dice.'],"['INC#TAM', 'VI']"
"['_', 'jaan', ""tche',+""]","['jaan', 't-', ""che'""]","['ADV', 'TAM', 'VI']","['Esta', 'bien', 'dijo.']","['ADV', 'INC#TAM', 'VI']"
"['xkoj', ""jchÃ\x83Â³q'b',+""]","['x-', 'koj', 'j-', ""choq'b'""]","['TAM', 'VT', 'PERS', 'VI']","['Se', 'apuraron.']","['COM#TAM', 'VT', 'E3S#PERS', 'VI']"
"['xkoj', ""jchÃ\x83Â³q'b'+""]","['x-', 'koj', 'j-', ""choq'b'""]","['TAM', 'VT', 'PERS', 'VT']","['Se', 'apuraron.']","['COM#TAM', 'VT', 'E3S#PERS', 'VT']"
"['re', ""jb'aniik"", 'man', 'opiis.+']","['re', 'j-', ""b'an"", '-ik', 'man', 'opiis']","['PART', 'PERS', 'VT', 'SUF', 'ART', 'S']","['Para', 'hacer', 'su', 'oficios.']","['PART#PART', 'E3S#PERS', 'VT', 'SC#SUF', 'ART#ART', 'S']"
"['pok', 'ya', 'jqaaj', ""tk'ooq"", ""wi'"", ""wi'jaal,+""]","['pok', 'ya', 'j-', 'qaaj', 't-', ""k'oq"", ""wi'"", ""wi'jaal""]","['ADV', 'VOC', 'PERS', 'S', 'TAM', 'S', 'EXS', 'S']","['Por', 'que', 'ya', 'su', 'papÃ\x83Â¡', 'ya', 'tiene', 'hambre.']","['ADV', 'VOC', 'E3S#PERS', 'S', 'INC#TAM', 'S', 'EXS#EXS', 'S']"
"['i', ""xib'aal"", ""petzeli'"", 'retzel', 'tril', ""ta'chiki'"", 'rixÃ\x83Â³ql.+']","['i', ""xib'aal"", 'petze', ""-li'"", 'r-', 'etzel', 't-', 'r-', 'il', 'r-', 'ixoql']","['CONJ', 'S', 'VI', 'PART', 'PERS', 'VT', 'TAM', 'PERS', 'VT', 'PERS', 'S']","['Y', 'su', 'hermano', 'esta', 'muy', 'enojado', 'mira', 'que', 'ya', 'no', 'esta', 'su', 'mujer.']","['CONJ#CONJ', 'S', 'VI', 'ENF#PART', 'E3S#PERS', 'VT', 'INC#TAM', 'E3S#PERS', 'VT', 'E3S#PERS', 'S']"
"['Xkoj', ""jchoq'b'aq,+""]","['x-', 'koj', 'j-', ""choq'ab'"", '-aq']","['TAM', 'VT', 'PERS', 'VT', 'PART']","['Se', 'apuraron.']","['COM#TAM', 'VT', 'E3S#PERS', 'VT', 'PL#PART']"
"['bay', 'xantaj', 'li+']","['bay', 'x-', 'an', '-taj', 'li']","['VOC', 'TAM', 'VT', '???', 'PREP']","['Baya', 'termino', 'eso.']","['VOC', 'COM#TAM', 'VT', '???', 'PREP#PREP']"
"['xpee', 'chik', 're', 'chik,+']","['x-', 'pee', 'chik', 're', 'chik']","['TAM', 'VI', 'PART', 'PRON', 'PART']","['Vino', 'Ã\x83Â©l', 'otra', 'vez.']","['COM#TAM', 'VI', 'PART#PART', 'PRON', 'PART#PART']"
"['xqeejch', 'jqaaj,+']","['x-', 'qeej', '-ch', 'j-', 'qaaj']","['TAM', 'VT', 'DIR', 'PERS', 'S']","['BajÃ\x83Â³', 'su', 'papÃ\x83Â¡.']","['COM#TAM', 'VT', 'DIR#DIR', 'E3S#PERS', 'S']"
"['_', 'tij', 'waa', 'taat.+']","['tij', 'waa', 'taat']","['VT', 'S', 'S']","['Come', 'papÃ\x83Â¡.']","['VT', 'S', 'S']"
"['_', ""Tche'"", 're.+']","['t-', ""che'"", 're']","['TAM', 'VI', 'PRON']","['Decia', 'a', 'el.']","['INC#TAM', 'VI', 'PRON']"
"['_', 'Jaan', 'tij', 'tij', 'waa.+']","['jaan', 'tij', 'tij', 'waa']","['ADV', 'VT', 'VT', 'S']","['Esta', 'bien', 'coma', 'coma.']","['ADV', 'VT', 'VT', 'S']"
